full_text,text_final,skor_sentimen,label
"Program baru, masalah lama: Kurangnya pengawasan kualitas.

​Sebanyak 114 siswa SMAN 1 Cisayong, Tasikmalaya diduga keracunan massal setelah konsumsi menu Makan Bergizi Gratis (MBG). Niatnya mau kasih gizi, malah berujung di Puskesmas. Jangan sampai ambisi program cepat https://t.co/1PQbTF1dGk",program kurang awas kualitas siswa sman cisayong tasikmalaya duga racun massal konsumsi menu makan gizi gratis mbg niat kasih gizi ujung puskesmas jangan ambisi program cepat,10,positif
"🥺🥺 kok bisa?
Mau bilang kok MBG lagi, nanti salah..
Tp bbrp kali sopir MBG terlibat kecelakaan..
Sebenernya kompeten ga sih? 

Meski mungkin orang tua si anak jg lengah...😓

Sebuah mobil boks pengangkut Makan Bergizi Gratis (MBG) melindas balita di Kec Krangkeng, Kab https://t.co/Q9D5EsTSix",bilang mbg salah kali sopir mbg libat celaka kompeten enggak sih orang tua sih anak lengah mobil boks angkut makan gizi gratis mbg lindas balita kec krangkeng kab,-14,negatif
"PENAMPAKAN RIBUAN MOTOR LISTRIK UNTUK SPPG.

Keberadaan ribuan motor trail listrik di gudang milik PT Adlas Sarana Elektrik di kawasan Citeureup, Kabupaten Bogor, menjadi perhatian publik.

Pantauan di lokasi menunjukkan deretan motor tersusun rapi di dalam area gudang.

Sejumlah https://t.co/m4aAyGxWgj",tampak ribu motor listrik sppg ada ribu motor trail listrik gudang milik pt adlas sarana elektrik kawasan citeureup kabupaten bogor perhati publik pantau lokasi deret motor susun rapi area gudang,3,positif
"@arniata @MurtadhaOne1 @DivHumas_Polri @ListyoSigitP Tikungan Tanjakan
Tuhan baik sekali ya nggak mentakdirkan bencana di situ",tikung tanjak tuhan enggak takdir bencana situ,-2,negatif
"IMPOR 20 RIBU MOTOR LISTRIK BGN: PEMBOROSAN APBN DAN BAU AMIS KORUPSI

Kebijakan pengadaan sekitar 20 ribu unit motor listrik oleh Badan Gizi Nasional untuk mendukung program distribusi Makan Bergizi Gratis menimbulkan pertanyaan serius dari sisi rasionalitas dan prioritas https://t.co/7LEikcBmW5",impor ribu motor listrik bgn boros apbn bau amis korupsi bijak ada ribu unit motor listrik badan gizi nasional dukung program distribusi makan gizi gratis timbul serius sisi rasionalitas prioritas,-21,negatif
"Nggak. Menurutmu apakah kita sebaiknya apresiasi MBG bagus yang merampas anggaran pendidikan dan efisiensi segala bidang yang andai aja mereka mementingkan bidang krusial eg pendidikan dan kesehatan, mungkin si anak bisa makan makanan bergizi semaunya ketika besar nanti? 🧐",enggak turut apresiasi mbg bagus rampas anggar didik efisiensi bidang andai penting bidang krusial eg didik sehat sih anak makan makan gizi,-5,negatif
"Makan dan minum bergizi aja cukupp .. btw imboost gak boleh ya buat odhiv..

#CurhatBersamaSammy https://t.co/b9OQyedx4M",makan minum gizi cukupp btw imboost enggak odhiv,-3,negatif
"DPC PDI Perjuangan Kab. Klaten menggelar kegiatan sosial 'Dapur Marhaen '.
Kegiatan yang menyasar masyarakat umum berupa makan bergizi dan layanan kesehatan gratis.

 https://t.co/IfL9mpVSM5",dpc pdi juang kab klaten gelar giat sosial dapur marhaen giat sasar masyarakat makan gizi layan sehat gratis,13,positif
"Di bawah langit Pekalongan yang cerah, semangat gotong royong Marhaen kembali hadir.  
Hari ini, ratusan warga Kabupaten Pekalongan antre dengan sabar mengikuti Program Cek Kesehatan Gratis sekaligus menikmati makanan bergizi hangat dari Dapur Marhaen DPC PDI Perjuangan Kabupaten https://t.co/PnN3O7gb0X",langit kalong cerah semangat gotong royong marhaen hadir ratus warga kabupaten kalong antre sabar ikut program cek sehat gratis nikmat makan gizi hangat dapur marhaen dpc pdi juang kabupaten,17,positif
"Santri di Karanganyar Sambut Hangat Program MBG, Harapan dan Semangat Baru di Pesantren

Karanganyar — Suasana siang di Pondok Pesantren Al Mubarok, Desa Klodran, Kecamatan Colomadu, Kabupaten Karanganyar, terasa berbeda. Di sela aktivitas belajar dan ibadah yang padat, kehadiran https://t.co/ct8ekf3T9Y",santri karanganyar sambut hangat program mbg harap semangat pesantren karanganyar suasana siang pondok pesantren al mubarok desa klodran camat colomadu kabupaten karanganyar beda aktivitas ajar ibadah padat hadir,10,positif
"Ini skenario klasik ""saling lempar bola"" alibi birokrat yang ingin selamat dari amarah publik. Menurut saya, anggapan bahwa Presiden Prabowo tidak tahu dan Kemenkeu kecolongan adalah NAÏF DAN MENCEDERAI KECERDASAN PUBLIK.
Jangan pernah percaya menteri yang bilang ""Presiden tidak https://t.co/zvLw7bLsRl",skenario klasik lempar bola alibi birokrat selamat amarah publik anggap presiden prabowo tidak kemenkeu colong nya f cedera cerdas publik jangan percaya menteri bilang presiden tidak,-14,negatif
"@JVLEHA Eh jd kepikiran, jangan2 pria sawit itu kekeuh melancarkan embege krn untuk mengobati masa lalu buna yg dulu stunting pas kecil susah dapet makan bergizi",eh pikir jangan pria sawit kekeuh lancar embege obat buna stunting pas susah makan gizi,-5,negatif
@calonnagaichis @felt1oved Kerja rodi? Bayangin baru punya uang 7jt sebulan udah berani2 menikah terus bilang begini &amp; punya anak pula. Dipikir isterinya di rumah kerjaannya cuma makan seblak? Dia pasti pusing ngatur uang yg pas2an itu supaya bisa makan layak &amp; bergizi.,kerja rodi bayang uang juta bulan berani meni bilang amp anak pikir isterinya rumah kerja makan seblak pusing atur uang pas an makan layak amp gizi,5,positif
"Semenjak ada embege, catering disekolah anak udah gak beroperasi lagi.

Jujur, padahal lebih bergizi dari catering dan bisa pilih juga sesuai maunya anak hari itu mau makan apa. :(

Jadi, anak gue harus kenyang dulu dirumah. Takut dia gak mood sama makanannya.",semenjak embege catering seko anak enggak operasi jujur gizi catering pilih sesuai mau anak makan anak gue kenyang rumah takut enggak mood makan,2,positif
"@Txtdariiugm ngasih makan anak bangsa kaya ngasih makan kucing njr, malah makanan kucing lebih mahal dan bergizi lagi, stres emng",asih makan anak bangsa kayak asih makan kucing njr makan kucing mahal gizi stres,-5,negatif
"Usai Dilantik Prabowo, Ombudsman RI Tancap Gas Benahi Internal dan Kawal Asta Cita

JAKARTA — Ketua Ombudsman RI, Hery Susanto, menegaskan komitmennya untuk segera menjalankan tugas pengawasan pelayanan publik usai dilantik oleh Presiden Prabowo Subianto.

Ia menyebutkan, https://t.co/bH9kMMfzlz",lantik prabowo ombudsman ri tancap gas benah internal kawal asta cita jakarta ketua ombudsman ri hery susanto komitmen jalan tugas awas layan publik lantik presiden prabowo subianto,4,positif
"@xquitavee Eh goblok! Trs kl byk limbah yg bs buat pakan ternak artinya program MBG sukses? Kalian itu mau ksh makan bergizi ke anak org apa ksh makan ayam blok goblok!
Kl byk sisa makanan artinya program MBG gagal. 
Dan kl limbahnya byk pasti kalian jual, dpt untung double kalian nyet!",eh goblok limbah pakan ternak program mbg sukses kasih makan gizi anak orang kasih makan ayam blok goblok sisa makan program mbg gagal limbah jual untung double monyet,-16,negatif
"Kepada awak media usai pelantikan, Ketua Ombudsman Hery Susanto mengatakan bahwa pembenahan internal adalah prioritas utama Ombudsman RI. Hery menilai masih terdapat sejumlah aspek yang perlu diperbaiki di dalam organisasi mulai dari struktur kelembagaan hingga dukungan anggaran. https://t.co/4hCT59EjYF",awak media lantik ketua ombudsman hery susanto benah internal prioritas utama ombudsman ri hery nilai aspek baik organisasi struktur lembaga dukung anggar,17,positif
"@iwkaannn @FZA_007 Normal bgt banyak yg benci. Katanya MAKAN BERGIZI GRATIS tapi anggaran buat beli motor 42 juta 31.000 unit, trs buat makan anak2 cuma 10 ribu/anak. Yokk coba belain ka☺️",normal banget benci makan gizi gratis anggar beli motor juta unit makan anak ribu anak yuk coba bela kak,4,positif
"Gpp Mamah makan telor ceplok yang penting anak-anak makan empat sehat lima sempurna bergizi dan lezat🫶🏻

Thank you nongci for letting me join🤍",enggak apa mamah makan telor ceplok anak anak makan sehat sempurna gizi lezat thank you nongci for letting me join,0,netral
"chanyeol istirahat ya, makan bergizi, jangan scroll medsos dulu langsung tidur aja 🥹",chanyeol istirahat makan gizi jangan scroll medsos langsung tidur,-2,negatif
"@aril_piterpen1 Kalo menunya begini ga bakalan ada yg protes sih dan diliat lebih bergizi ini deh kak😌

Btw, anak kos atau yang lagi males masak tapi pengen makan menu rumahan hemat budget mending beli paketan sayur kek gini aja ga sih, di supermarket juga banyak
https://t.co/8Pe0Kzb3US",kalo menu enggak protes sih gizi deh kak btw anak kos malas masak pengin makan menu rumah hemat budget mending beli paket sayur kayak enggak sih supermarket,-7,negatif
"Makan 10 ribu perorang itu aja masih disunat 
Untuk beli motor 1.2 T atau 40 jutaan perunit
Kaos kaki 6.9 Milyar

Judulnya makan bergizi gratis ( MBG ) tapi untuk makan dikasih budget minim itu aja masih disunat

Untuk Proyek berkedok transportasi dan kaos kaki Budget gila gilaan",makan ribu orang sunat beli motor t juta unit kaos kaki milyar judul makan gizi gratis mbg makan kasih budget minim sunat proyek kedok transportasi kaos kaki budget gila gila,-11,negatif
"@LambeSahamjja Namanya aja “Makan Bergizi Gratis” tapi yg nebeng korupsinya gila2an 😅

Selain Motor Listrik yg tdk diketahui, itu Samsung Galaxy tab nya juga di mark up gila2an

COME ON Pak @prabowo !!!!!! https://t.co/lRR8uldznC",nama makan gizi gratis nebeng korupsi gila an motor listrik tidak samsung galaxy tab nya mark up gila an come on,-9,negatif
"Badan Gizi atau Badan Trabas?

Angkanya terang benderang.
BGN borong motor listrik.
Jumlahnya fantastis: 21.801 unit.
Harganya? Rp 50 jutaan per biji.
Totalnya triliunan. Rp 1,39 triliun.

Alasannya mulia: Wilayah 3T.
Untuk daerah terpencil.
Medan berat.
Maka butuh motor trail. https://t.co/Q0MAMrolEM",badan gizi badan trabas angka terang benderang bgn borong motor listrik fantastis unit harga rp juta biji total triliun rp triliun alas mulia wilayah t daerah pencil medan berat butuh motor trail,-13,negatif
"KEMENTERIAN Usaha Mikro, Kecil, dan Menengah (UMKM)  mempercepat pemulihan ekonomi pengusaha UMKM terdampak bencana di  Sumatra. Salah satunya dengan memperkuat keterlibatan dalam program  Makan Bergizi Gratis (MBG).
https://t.co/Wy7B51UcBs",menteri usaha mikro tengah umkm cepat pulih ekonomi usaha umkm dampak bencana sumatra salah satu kuat libat program makan gizi gratis mbg,-14,negatif
"Guys, ini baru keluar dan gue rasa ini salah satu berita paling penting soal MBG yang perlu semua orang tahu.
BGN beli 21.000 motor listrik untuk program MBG. Tanpa laporan ke DPR. 
Tanpa persetujuan Kemenkeu. 
Dan kantornya distributor motor itu belum jadi.

Baca lagi. https://t.co/5Zwd39B86H",guys gue salah berita mbg orang bgn beli motor listrik program mbg tanpa lapor dpr tanpa tuju kemenkeu kantor distributor motor belum baca,-5,negatif
"Sejumlah siswa dilaporkan memprotes keterlambatan distribusi Makan Bergizi Gratis (MBG) dari dapur AlMuslim yang hingga sekitar pukul 12.00 WIB belum diterima.

Peristiwa ini terjadi saat siswa masih memiliki jadwal sekolah lanjutan, yakni kegiatan Diniyah.

Keterlambatan https://t.co/0HXTyfsH3T",siswa lapor protes lambat distribusi makan gizi gratis mbg dapur almuslim wib belum terima peristiwa siswa milik jadwal sekolah lanjut giat diniyah lambat,17,positif
"@hasnanonymous exactly, kenapa real food malah jd underrated 😔 padahal enak makan real food, rasa enak, kenyang di perut, bergizi lagi. cincai",exactly real food underrated enak makan real food enak kenyang perut gizi cincai,12,positif
@crusfornicis Magnesium jadi orang sunda dah bakal terpenuhi AKG harian dari lalapan. Yang fomo gini sih bakal bahaya malah asupan nutrisinya gak seimbang. Bukannya makan makanan yang bergizi malah beli suplemen instan yang buat berat kerja ginjal. Yang untung Industri farmasi dan alkes.,magnesium orang sunda deh penuh akg hari lalap fomo sih bahaya asupan nutrisi enggak imbang makan makan gizi beli suplemen instan berat kerja ginjal untung industri farmasi alkes,2,positif
"Couldnt agree more, dri awal emg solusinya lu fokus ke ekonomi sm pendidikan dl. Alur simpelnya bisa jdi pendidikan bagus &gt; create sdm bgus &gt; create sistem bagus &gt; ekonomi bagus &gt; ortu makmur &gt; anak bisa dapet makan bergizi. Bukan langsung ambil shortcut ngasih anak makan bergizi",couldnt agree more solusi lu fokus ekonomi didik alur simpel didik bagus create sdm bagus create sistem bagus ekonomi bagus orang tua makmur anak makan gizi bukan langsung ambil shortcut asih anak makan gizi,-18,negatif
"Walau fenomena El Nino membawa tantangan wilayah pesisir, beberapa langkah strategis sudah siapkan, mulai dari pengembangan budi daya perikanan, peningkatan produktivitas Kampung Nelayan Merah Putih, sampai pemenuhan asupan protein masyarakat melalui program Makan Bergizi Gratis https://t.co/1cTo8MobWO",fenomena el nino bawa tantang wilayah pesisir langkah strategis siap kembang budi daya ikan tingkat produktivitas kampung nelayan merah putih penuh asupan protein masyarakat program makan gizi gratis,1,positif
"@MurtadhaOne1 Bukan sekadar program, Makan Bergizi Gratis adalah investasi nyata untuk gizi dan masa depan anak Indonesia.

Serius Tegakkan Hukum https://t.co/24HmTTeMTD",bukan program makan gizi gratis investasi nyata gizi anak indonesia serius tegak hukum,-5,negatif
"@Dandhy_Laksono Program Makan Bergizi Gratis: Investasi nyata untuk kesehatan generasi dan ekonomi rakyat.

#PematanganDemokrasi https://t.co/VWvVPTivlu",program makan gizi gratis investasi nyata sehat generasi ekonomi rakyat,6,positif
"Menteri Pertanian Andi Amran Sulaiman menegaskan Program Makan Bergizi Gratis (MBG) merupakan investasi strategis pemerintah untuk menyiapkan generasi muda Indonesia yang sehat dan unggul sekaligus mendorong pertumbuhan ekonomi desa melalui penguatan sektor pangan nasional.

""Ini https://t.co/uWnimbf2Gx",menteri tani andi amran sulaiman program makan gizi gratis mbg investasi strategis perintah generasi muda indonesia sehat unggul dorong tumbuh ekonomi desa kuat sektor pangan nasional,1,positif
"Setelah berinovasi dengan Sekolah Rakyat dan Sekolah Garuda, kini pemerintah berinovasi lagi terkait pendidikan kita dengan menggagas Sekolah Terintegrasi. Namun, di tengah krisis anggaran yang tersedot ke program Makan Bergizi Gratis (MBG) dan krisis energi akibat perang di https://t.co/714paRMa8r",inovasi sekolah rakyat sekolah garuda perintah inovasi kait didik gagas sekolah integrasi krisis anggar sedot program makan gizi gratis mbg krisis energi akibat perang,18,positif
"@SumandoGaek https://t.co/b8reeDuWDi

Gila ya, menu MBG anak TK di Medan cuma roti, telur sebiji, sama kacang tanah yang bisa dihitung jari? Ini program Makan Bergizi atau program 'Cemilan Diet'? Anggaran per porsi 10rb, tapi yang nyampe ke meja anak paling cuma harga 3-4rb perak. Sisanya",gila menu mbg anak tak medan roti telur biji kacang tanah hitung jari program makan gizi program cemilan diet anggar porsi ribu meja anak harga ribu perak sisa,-11,negatif
"Sebagai bentuk komitmen dalam menyukseskan program nasional di bidang kesehatan dan pendidikan, Babinsa Koramil 1409-07/Tompobulu, melaksanakan pemantauan dan pengawasan ketat terhadap pendistribusian Makan Bergizi Gratis (MBG) di SMPN 2 Biringbulu, Kab. Gowa, Jumat (10/04/2026). https://t.co/EmzQiKqtY0",bentuk komitmen sukses program nasional bidang sehat didik babinsa koramil tompobulu laksana pantau awas ketat distribusi makan gizi gratis mbg smpn biringbulu kab gowa jumat,19,positif
@nezzaaaaaaaa Sekarang pada tiarap demi makan yg katanya bergizi... https://t.co/5C7E7NLS6c,tiarap makan gizi,0,netral
"Menu MBG hari ini:
Nasi - Semur sapi - Capcay Tofu - Mustofa
MasyaAllah nikmat 🫶🏻
Selamat makan siang…

Notes : Makan Bergizi Gratis yg ini bukan dari uang rakyat 😆 https://t.co/v9d9sVnQas",menu mbg nasi semur sapi capcay tofu mustofa masyaallah nikmat selamat makan siang notes makan gizi gratis bukan uang rakyat,8,positif
"Setidaknya terdapat 33.626 pelajar di Indonesia yang mengalami keracunan setelah mengonsumsi makanan dalam program Makan Bergizi Gratis. Temuan ini berdasarkan hasil monitoring Jaringan Pemantau Pendidikan Indonesia (JPPI) sejak awal tahun 2025 hingga April 2026.

Hasil https://t.co/k4RQP2bCcl",ajar indonesia alami racun konsumsi makan program makan gizi gratis temu dasar hasil monitoring jaring pantau didik indonesia jppi april hasil,12,positif
"Badan Gizi Nasional membeli 21 ribu sepeda motor listrik untuk operasional kepala dapur makan bergizi gratis. Pengadaan itu baru diketahui setelah viral di media sosial.

#TempoPlus https://t.co/sNKRCFlni9",badan gizi nasional beli ribu sepeda motor listrik operasional kepala dapur makan gizi gratis ada viral media sosial,5,positif
"Lagi syibuk BGN kayaknya, lagi gak mikir menu MBG, tapi lagi nikmatin motor baru… 😝

Tempodotco: 
Badan Gizi Nasional membeli 21 ribu sepeda motor listrik untuk operasional kepala dapur makan bergizi gratis. Pengadaan itu baru diketahui setelah viral di media sosial. https://t.co/sKfTCP1Edk",syibuk bgn kayak enggak mikir menu mbg nikmat motor tempodotco badan gizi nasional beli ribu sepeda motor listrik operasional kepala dapur makan gizi gratis ada viral media sosial,4,positif
"Badan Pangan Nasional (Bapanas) menyoroti potensi pemborosan program Makan Bergizi Gratis (MBG) yang diperkirakan mencapai 1,4 juta ton pangan. https://t.co/r0DE2WNjB5 https://t.co/5qoWUJDV7K",badan pangan nasional bapanas sorot potensi boros program makan gizi gratis mbg capai juta ton pangan,0,netral
"Hampir 90% Anak Sekolah terbantu dengan adanya MBG karena kadang Anak2 jarang Makan Yang Bergizi 

Manfaat Program MBG sangat besar untuk kebutuhan gizi, kesehatan dan kecerdasan anak sebagai generasi penerus bangsa ✊🇮🇩 https://t.co/kXHJaV8udN",anak sekolah bantu mbg kadang anak jarang makan gizi manfaat program mbg butuh gizi sehat cerdas anak generasi terus bangsa,-4,negatif
"🎉 SPPG Al Anwar 2 terapkan prasmanan MBG!
Anak-anak menyambut gembira, mata berbinar saat melihat berbagai lauk pauk. Mereka ambil sendiri dengan senang hati.
Makan bergizi jadi lebih menyenangkan dan anak-anak makin lahap! 💛
Terima kasih MBG untuk kebahagiaan ini! https://t.co/RF20Ba9Ib5",sppg al anwar terap prasmanan mbg anak anak sambut gembira mata binar lauk pauk ambil senang hati makan gizi senang anak anak lahap terima kasih mbg bahagia,-6,negatif
